Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
emergency bag for school,12,12,210,21,0.00,https://72hours.com/collections/school-survival-kits,1,0.04,0.00,0,258000000,"[30,100,20,3,6,0,8,6,3,0,3,3]",2025-09-08,"Image pack, Video, Image, Related searches, Discussions and forums",commercial,Organic
sos water,7,7,140,10,1.37,https://72hours.com/products/s-o-s-emergency-drinking-water-by-the-case-96-packs,1,0.04,1.00,0.95,297000000,"[22,22,18,22,18,29,22,18,66,18,22,29]",2025-08-26,"Image pack, Video, People also ask, Popular products, Related searches",commercial,Organic
basic portable toilet,3,3,90,23,0.00,https://72hours.com/products/portable-toilet,1,0.04,0.00,0.02,84900000,"[18,0,8,8,3,3,3,3,3,3,3,100]",2025-08-29,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
how much do fire blankets cost,3,3,40,10,0.36,https://72hours.com/collections/fire-blanket,1,0.04,0.00,1,23000000,"[18,18,18,18,100,100,27,18,18,18,18,18]",2025-08-15,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
blanket mylar,16,16,1900,34,0.58,https://72hours.com/products/thermal-blanket,1,0.04,0.00,1,921000,"[19,3,7,7,2,12,66,81,54,1,19,0]",2025-09-26,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, Ads middle",commercial,Organic
portable and toilets,25,25,2400,15,2.67,https://72hours.com/products/portable-toilet,1,0.04,2.00,1,93800000,"[54,36,54,36,54,36,66,100,0,0,0,0]",2025-09-24,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums, Explore brands",commercial,Organic
72 hour kit survival,4,4,70,33,0.68,https://72hours.com/collections/emergency-kit,1,0.04,0.00,0.95,25400000,"[0,0,15,15,0,0,0,0,21,65,53,100]",2025-08-31,"Knowledge panel, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
auto emergency tool kit,7,7,720,27,0.46,https://72hours.com/collections/car-emergency-kit,1,0.04,0.00,1,53000000,"[30,100,41,36,54,30,7,8,8,13,13,10]",2025-10-02,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums, Explore brands","informational, transactional",Explore brands
72 hour,15,15,720,42,1.08,https://72hours.com/collections/emergency-kit,1,0.04,1.00,0,1580000000,"[16,8,16,10,19,12,12,4,3,0,3,5]",2025-09-09,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
6 gallon mylar bags,6,6,90,0,1.09,https://72hours.com/collections/mylar-bags,1,0.04,1.00,1,74,"[4,22,100,54,29,4,4,4,4,4,4,4]",2025-08-22,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
72 hour emergency packs,3,3,480,43,0.81,https://72hours.com/collections/emergency-kit,1,0.04,0.00,1,22900000,"[0,0,0,0,0,0,0,0,81,100,55,100]",2025-09-11,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, Explore brands","informational, transactional",Organic
fire smother blanket,4,4,40,16,1.24,https://72hours.com/collections/fire-blanket,1,0.04,1.00,1,590000,"[29,29,29,29,29,52,29,23,11,11,11,11]",2025-08-18,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
72 hour pack,4,4,70,26,0.82,https://72hours.com/collections/deluxe-emergency-survival-kit,1,0.04,0.00,1,160000000,"[33,33,33,52,33,23,52,33,42,33,33,33]",2025-08-19,"Image pack, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
best crank flashlight,6,6,70,3,0.47,https://72hours.com/products/led-flashlight-dynamo-hand-crank,1,0.04,0.00,0.99,94,"[42,42,15,26,42,42,42,7,15,19,19,11]",2025-08-31,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
speed splint,5,5,40,0,0.00,https://72hours.com/products/speed-splint,1,0.04,0.00,0.33,5200000,"[27,27,36,36,45,18,36,18,27,45,100,27]",2025-08-20,"Image pack, Video, Image, Related searches","commercial, informational",Organic
f1989,1,1,40,8,0.00,https://72hours.com/products/fire-blanket-1-8-m-x-1-8-m-72hrs,1,0.04,0.00,0,1450000,"[50,28,14,14,28,100,14,14,14,14,14,14]",2025-09-03,"Image pack, Video, Image",informational,Image pack
where to buy a fire blanket,4,4,40,12,0.91,https://72hours.com/collections/fire-blanket,1,0.04,0.00,1,93000000,"[15,15,11,7,100,26,11,0,0,0,0,0]",2025-08-19,"Local pack, Image pack, Video, Image, Popular products, Related searches",transactional,Organic
closed clipboard,1,1,70,17,1.73,https://72hours.com/products/clipboard-with-cover,1,0.04,1.00,1,156000000,"[18,100,18,18,18,100,100,18,63,63,81,63]",2025-08-21,"Image pack, Video, Image, Popular products, Related searches, Explore brands","informational, transactional",Image pack
buy fire blanket,7,7,90,11,1.40,https://72hours.com/collections/fire-blanket,1,0.04,1.00,1,69300000,"[8,8,8,11,23,23,18,6,6,15,28,23]",2025-09-01,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums",transactional,Organic
heavy duty mylar blanket,8,8,50,13,0.50,https://72hours.com/products/emergency-aluminized-heavy-duty-mylar-blanket,1,0.04,0.00,1,66,"[7,7,42,42,42,26,42,7,7,7,7,7]",2025-08-31,"Image pack, Sitelinks, Video, Image, Shopping ads, Popular products, Related searches",transactional,Organic
mre food rations,12,12,390,23,0.51,https://72hours.com/collections/mres,1,0.04,0.00,1,984000,"[81,54,81,100,54,44,54,36,54,44,29,23]",2025-09-02,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums",transactional,Organic
large mylar blanket,4,4,50,10,0.66,https://72hours.com/products/thermal-blanket,1,0.04,0.00,0.54,370000,"[18,18,18,100,100,45,45,36,18,18,18,63]",2025-09-07,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
disaster kit backpack,6,6,90,26,0.83,https://72hours.com/collections/deluxe-emergency-survival-kit,1,0.04,0.00,1,2140000,"[52,52,29,52,29,41,52,64,52,52,52,82]",2025-09-08,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",transactional,Organic
emergency water rations,3,3,70,24,0.74,https://72hours.com/products/72hours-emergency-drinking-water-125ml,1,0.04,0.00,0.99,4640000,"[8,18,22,29,14,4,8,18,18,6,14,22]",2025-09-01,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
mylar thermal blanket,7,7,170,10,0.82,https://72hours.com/products/thermal-blanket,1,0.04,0.00,1,68,"[22,22,29,43,35,54,66,35,22,29,35,22]",2025-08-19,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
72 hour home emergency kit,5,5,30,34,0.00,https://72hours.com/collections/emergency-kit,1,0.04,0.00,1,13400000,"[11,23,100,11,0,11,11,11,11,11,11,11]",2025-08-23,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Explore brands",commercial,Organic
kitchen fire blanket,22,22,1900,28,1.17,https://72hours.com/collections/fire-blanket,1,0.04,1.00,0.96,51600000,"[44,35,44,66,53,53,24,18,13,16,29,35]",2025-09-26,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums","commercial, informational",Organic
72 hour emergency kit,6,6,880,39,0.82,https://72hours.com/collections/emergency-kit,1,0.04,0.00,0.71,23000000,"[55,76,76,45,30,55,30,76,76,55,100,100]",2025-09-29,"Sitelinks, Video, People also ask, Related searches, Explore brands",commercial,Organic
home emergency survival kit,8,8,1600,70,0.48,https://72hours.com/collections/deluxe-emergency-survival-kit,1,0.04,0.00,1,19800000,"[7,2,13,2,7,2,3,100,66,44,81,0]",2025-09-23,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Explore brands",commercial,Explore brands
emergency water ration,7,7,90,6,0.74,https://72hours.com/products/72hours-emergency-drinking-water-125ml,1,0.04,0.00,0.99,13300000,"[21,28,34,43,28,34,28,34,34,21,28,34]",2025-08-15,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
72 hour emergency survival kit,3,3,30,31,0.00,https://72hours.com/collections/emergency-kit,1,0.04,0.00,0.96,3220000,"[18,18,18,18,18,18,18,18,18,100,18,18]",2025-08-31,"Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
flashlight hand power light,3,3,40,24,0.33,https://72hours.com/products/led-flashlight-dynamo-hand-crank,1,0.04,0.00,1,28700000,"[80,80,80,80,100,80,60,40,40,40,100,100]",2025-08-31,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums, Explore brands, AI overview",transactional,Organic
traction mats,13,13,880,25,1.43,https://72hours.com/products/72hrs-car-tire-traction-mat-set-of-2,1,0.04,1.00,1,10700000,"[24,24,24,41,54,66,66,36,20,24,24,30]",2025-09-25,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, Ads middle",commercial,Organic
fire suppression blanket,15,15,390,33,1.36,https://72hours.com/collections/fire-blanket,1,0.04,1.00,1,98,"[26,26,100,72,59,72,48,14,17,17,14,11]",2025-08-17,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
emergency survival backpack,5,5,70,25,0.78,https://72hours.com/collections/deluxe-emergency-survival-kit,1,0.04,0.00,1,8340000,"[4,3,4,8,5,3,6,4,3,4,4,6]",2025-09-09,"Image pack, Video, Image, Ads bottom, People also ask, Popular products, Related searches, Discussions and forums, Ads middle","informational, transactional",Organic
malt tabs,3,3,30,10,0.12,https://72hours.com/products/survival-tabs-gluten-free,1,0.04,0.00,0.86,702000,"[100,63,0,63,45,0,0,0,0,18,18,0]",2025-09-04,"Image pack, Image, People also ask, Related searches",commercial,Organic
the 72 bag,3,3,30,35,0.79,https://72hours.com/collections/deluxe-emergency-survival-kit,1,0.04,0.00,1,603000000,"[28,28,28,28,28,28,28,28,100,42,28,28]",2025-09-04,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
best fire blanket,8,8,1600,19,0.81,https://72hours.com/collections/fire-blanket,1,0.04,0.00,1,107000000,"[29,36,29,81,100,43,20,16,16,16,13,20]",2025-09-22,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Explore brands",commercial,Explore brands
jetboil black friday sale,90,90,50,25,0.00,https://72hours.com/collections/cooking,0,0,0.00,1,363000,"[0,4,4,4,100,6,4,4,4,4,4,4]",2025-09-05,"Knowledge panel, Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
jetboil utensils,14,14,40,17,0.34,https://72hours.com/products/jetboil-utensil-kit,0,0,0.00,1,988000,"[27,36,36,36,27,45,36,27,36,36,27,36]",2025-09-05,"Image pack, Video, Image, Related searches",transactional,Organic
seventy two survival kit,5,5,30,11,0.58,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,1,637000,"[7,11,11,15,15,15,19,15,11,11,7,7]",2025-09-08,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
emergency candles 100 hour,57,57,30,13,0.48,https://72hours.com/products/36-hour-candle-survival,0,0,0.00,1,8290000,"[18,18,18,45,18,45,36,18,18,18,18,18]",2025-08-31,"Image pack, Video, People also ask, Related searches, AI overview","commercial, informational",Organic
voyager emergency radio,40,40,90,16,0.30,https://72hours.com/collections/radio-and-communication,0,0,0.00,1,77,"[12,23,12,53,35,23,23,28,17,17,17,17]",2025-08-21,"Knowledge panel, Image pack, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
fire blankets for home use,25,25,50,24,1.08,https://72hours.com/collections/fire-blanket,0,0,0.00,0.89,76000000,"[14,14,21,78,78,78,100,35,21,14,14,14]",2025-08-27,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",transactional,Organic
mountain house beef stroganoff,18,18,390,16,0.47,https://72hours.com/products/mountain-house-beef-stroganoff-with-noodles-pouch-two-serving,0,0,0.00,1,483000,"[81,100,54,81,44,35,66,44,54,54,66,66]",2025-08-22,"Image pack, Sitelinks, Video, Related searches","informational, transactional",Organic
72 hour countdown clock,95,95,40,16,0.00,https://72hours.com/,0,0,0.00,0,3900000,"[18,18,18,18,18,18,18,18,18,100,100,18]",2025-09-01,"Image pack, Sitelinks, Video, Related searches","commercial, informational",Organic
5 gallon mylar bag,19,19,50,10,0.89,https://72hours.com/products/5-gallon-mylar-bag-open-end,0,0,0.00,1,435000,"[3,4,3,4,3,2,21,11,4,0,0,0]",2025-08-15,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
dyno torch,33,33,40,23,0.00,https://72hours.com/products/led-flashlight-dynamo-hand-crank,0,0,0.00,0.09,87,"[0,5,0,5,41,52,11,11,100,17,17,17]",2025-08-28,"Image pack, Sitelinks, Video, People also ask, Popular products, Related searches","commercial, informational",Organic
wise freeze dried,15,15,70,24,1.62,https://72hours.com/collections/readywise-food-storage,0,0,0.00,0.53,13700000,"[36,81,45,81,63,63,63,63,81,100,100,45]",2025-09-07,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
emergency kit.usa,42,42,40,55,0.00,https://72hours.com/,0,0,0.00,0,76900000,[100],2025-09-03,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Discussions and forums, Explore brands",commercial,Organic
blue toothbrush,82,82,210,16,0.00,https://72hours.com/products/toothbrush-blue-5-0-13-cm,0,0,0.00,0.95,112000000,"[81,65,53,81,43,53,53,53,65,81,65,65]",2025-09-12,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
mountain house emergency food kit,40,40,30,24,0.76,https://72hours.com/products/mountain-house-72-hour-emergency-meal-kit,0,0,0.00,0.95,5350000,"[5,5,5,5,5,5,5,5,5,5,17,12]",2025-09-04,"Image pack, Video, Image, People also ask, Popular products, Related searches",transactional,Organic
jetboil luna,12,12,90,37,0.80,https://72hours.com/products/jetboil-luna-satellite-burner,0,0,0.00,1,89,"[52,82,64,52,52,52,41,41,52,52,64,52]",2025-08-17,"Knowledge panel, Image pack, Video, Related products, Related searches",informational,Organic
water safety whistle,96,96,30,8,0.48,https://72hours.com/products/aluminum-alloy-emergency-whistle,0,0,0.00,1,15500000,"[18,18,18,100,18,18,18,18,18,18,18,18]",2025-09-04,"Image pack, Video, Image, People also ask, Popular products, Related searches, Explore brands",transactional,Organic
automobile survival kit,13,13,260,42,0.55,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,2600000,"[16,20,20,25,25,13,5,3,8,5,5,5]",2025-08-14,"Image pack, Sitelinks, Video, Image, Shopping ads, People also ask, Popular products, Related searches, Explore brands",commercial,Organic
compact camping stove,59,59,320,36,0.31,https://72hours.com/products/piezo-ignition-compact-camping-stove,0,0,0.00,1,9930000,"[36,44,44,36,36,36,36,29,36,36,44,100]",2025-09-10,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums","informational, transactional",Image pack
toilet emergency,44,44,210,16,1.42,https://72hours.com/products/portable-toilet,0,0,0.00,1,89500000,"[53,100,81,65,53,65,100,43,65,81,53,53]",2025-09-09,"Image pack, Video, Ads bottom, People also ask, Popular products, Related searches, Ads middle",informational,Organic
genesis basecamp stove,89,89,70,20,0.36,https://72hours.com/products/jetboil-genesis-base-camp-system,0,0,0.00,1,67800,"[17,29,11,11,11,64,41,52,64,100,41,41]",2025-09-01,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums","informational, transactional",Organic
kanhiro fire blanket,24,24,40,25,0.45,https://72hours.com/collections/fire-blanket,0,0,0.00,1,59,"[18,18,18,18,100,100,18,18,18,18,18,18]",2025-08-27,"Knowledge panel, Image pack, Video, Image, Related searches",informational,Organic
auto snow traction mats,26,26,40,17,0.00,https://72hours.com/products/72hrs-car-tire-traction-mat-set-of-2,0,0,0.00,0.71,7380000,"[18,18,18,18,18,18,100,100,18,18,18,18]",2025-08-20,"Image pack, Video, Image, Popular products, Related searches",transactional,Organic
meals ready to eat mre,66,66,110,18,4.39,https://72hours.com/collections/mres,0,0,0.00,1,389000,"[23,28,18,54,11,18,23,18,5,1,0,1]",2025-08-26,"Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",transactional,Organic
freeze drying blueberries,71,71,90,12,0.65,https://72hours.com/products/freeze-dried-blueberries-34g,0,0,0.00,1,21200000,"[11,3,2,1,1,3,7,4,9,7,7,59]",2025-08-18,"Image pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
12 oz hip flask,36,36,320,10,0.29,https://72hours.com/products/stainless-steel-6oz-hip-flask,0,0,0.00,1,83,"[66,53,100,82,100,100,100,66,53,53,66,53]",2025-08-26,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
